lam,seed,L,h,norm,mse,mae,epochs,r2_level,sigma_est2,th_level_term,wall_s
0.2,5,96,336,revin,0.852972,0.732685,9,0.2835,nan,0.69951,0.23
0.2,5,96,336,cn_oracle,0.161647,0.321122,7,0.2835,nan,0.0,0.12
0.2,5,96,336,cn_est,0.231641,0.384568,10,0.2835,1.054264,1.055985,0.17
0.2,5,336,24,raw,0.68001,0.654966,8,0.2835,nan,1.743771,0.16
0.2,5,336,24,revin,0.647513,0.636892,5,0.2835,nan,0.58002,0.15
0.2,5,336,24,cn_oracle,0.160999,0.320141,7,0.2835,nan,0.0,0.13
0.2,5,336,24,cn_est,0.185419,0.344088,10,0.2835,0.999597,1.074727,0.2
0.2,5,336,96,raw,0.809708,0.716981,7,0.2835,nan,1.738927,0.13
0.2,5,336,96,revin,0.754969,0.689532,9,0.2835,nan,0.60092,0.26
0.2,5,336,96,cn_oracle,0.162688,0.322131,9,0.2835,nan,0.0,0.15
0.2,5,336,96,cn_est,0.209899,0.366351,8,0.2835,0.999597,1.064506,0.13
0.2,5,336,336,raw,0.877803,0.746786,10,0.2835,nan,1.698613,0.16
0.2,5,336,336,revin,0.814239,0.71479,7,0.2835,nan,0.613655,0.2
0.2,5,336,336,cn_oracle,0.162669,0.322353,5,0.2835,nan,0.0,0.11
0.2,5,336,336,cn_est,0.24298,0.393623,9,0.2835,0.999597,1.055985,0.14
0.2,6,96,24,raw,0.597633,0.617176,10,0.2426,nan,0.573708,0.17
0.2,6,96,24,revin,0.602404,0.619066,15,0.2426,nan,0.517694,0.38
0.2,6,96,24,cn_oracle,0.143874,0.304781,13,0.2426,nan,0.0,0.21
0.2,6,96,24,cn_est,0.165609,0.324497,14,0.2426,0.081154,0.075413,0.23
0.2,6,96,96,raw,0.662247,0.651781,8,0.2426,nan,0.570691,0.13
0.2,6,96,96,revin,0.681018,0.660747,9,0.2426,nan,0.53606,0.33
0.2,6,96,96,cn_oracle,0.144624,0.30522,8,0.2426,nan,0.0,0.14
0.2,6,96,96,cn_est,0.174489,0.333462,9,0.2426,0.081154,0.074298,0.17
0.2,6,96,336,raw,0.703186,0.673688,11,0.2426,nan,0.562027,0.19
0.2,6,96,336,revin,0.737066,0.689979,8,0.2426,nan,0.582453,0.23
0.2,6,96,336,cn_oracle,0.146697,0.307729,6,0.2426,nan,0.0,0.12
0.2,6,96,336,cn_est,0.19627,0.355358,15,0.2426,0.081154,0.070572,0.27
0.2,6,336,24,raw,0.586813,0.609292,11,0.2426,nan,0.573708,0.2
0.2,6,336,24,revin,0.586723,0.608255,9,0.2426,nan,0.501086,0.26
0.2,6,336,24,cn_oracle,0.144431,0.304301,6,0.2426,nan,0.0,0.11
0.2,6,336,24,cn_est,0.167075,0.326066,9,0.2426,0.093092,0.075413,0.15
0.2,6,336,96,raw,0.646055,0.642493,8,0.2426,nan,0.570691,0.13
0.2,6,336,96,revin,0.654232,0.647012,7,0.2426,nan,0.509439,0.18
0.2,6,336,96,cn_oracle,0.146991,0.307239,5,0.2426,nan,0.0,0.13
0.2,6,336,96,cn_est,0.176832,0.335707,9,0.2426,0.093092,0.074298,0.19
0.2,6,336,336,raw,0.69005,0.667228,6,0.2426,nan,0.562027,0.13
0.2,6,336,336,revin,0.705341,0.674863,6,0.2426,nan,0.531309,0.16
0.2,6,336,336,cn_oracle,0.14825,0.309611,6,0.2426,nan,0.0,0.13
0.2,6,336,336,cn_est,0.200121,0.358837,11,0.2426,0.093092,0.070572,0.2
0.2,7,96,24,raw,0.867642,0.737182,8,0.1996,nan,2.337055,0.16
0.2,7,96,24,revin,0.794707,0.706392,12,0.1996,nan,0.657157,0.34
0.2,7,96,24,cn_oracle,0.203085,0.35704,7,0.1996,nan,0.0,0.12
0.2,7,96,24,cn_est,0.2353,0.385882,6,0.1996,1.675512,1.67401,0.12
0.2,7,96,96,raw,1.055745,0.822293,7,0.1996,nan,2.33214,0.15
0.2,7,96,96,revin,0.935038,0.770353,14,0.1996,nan,0.70957,0.42
0.2,7,96,96,cn_oracle,0.20703,0.360671,6,0.1996,nan,0.0,0.12
0.2,7,96,96,cn_est,0.251704,0.399382,7,0.1996,1.675512,1.685197,0.16
0.2,7,96,336,raw,1.285188,0.914863,4,0.1996,nan,2.364768,0.08
0.2,7,96,336,revin,0.951226,0.781017,9,0.1996,nan,0.729645,0.33
0.2,7,96,336,cn_oracle,0.209401,0.363127,9,0.1996,nan,0.0,0.16
0.2,7,96,336,cn_est,0.279428,0.421139,5,0.1996,1.675512,1.720565,0.13
0.2,7,336,24,raw,0.790064,0.705409,6,0.1996,nan,2.337055,0.11
0.2,7,336,24,revin,0.766654,0.693868,6,0.1996,nan,0.632977,0.17
0.2,7,336,24,cn_oracle,0.205886,0.360472,10,0.1996,nan,0.0,0.17
0.2,7,336,24,cn_est,0.255759,0.40301,8,0.1996,1.673818,1.67401,0.14
0.2,7,336,96,raw,0.930826,0.770747,4,0.1996,nan,2.33214,0.12
0.2,7,336,96,revin,0.860094,0.7393,8,0.1996,nan,0.636962,0.21
0.2,7,336,96,cn_oracle,0.207994,0.362235,5,0.1996,nan,0.0,0.09
0.2,7,336,96,cn_est,0.271637,0.415793,5,0.1996,1.673818,1.685197,0.09
0.2,7,336,336,raw,1.05164,0.819593,4,0.1996,nan,2.364768,0.07
0.2,7,336,336,revin,0.894139,0.754113,6,0.1996,nan,0.653852,0.16
0.2,7,336,336,cn_oracle,0.209144,0.363345,6,0.1996,nan,0.0,0.1
0.2,7,336,336,cn_est,0.306876,0.441819,4,0.1996,1.673818,1.720565,0.08
0.2,8,96,24,raw,0.58245,0.606849,13,0.1094,nan,0.563726,0.25
0.2,8,96,24,revin,0.590897,0.611809,7,0.1094,nan,0.514165,0.21
0.2,8,96,24,cn_oracle,0.138984,0.296482,8,0.1094,nan,0.0,0.13
0.2,8,96,24,cn_est,0.160718,0.316903,11,0.1094,0.12184,0.112815,0.18
0.2,8,96,96,raw,0.651635,0.644521,12,0.1094,nan,0.569553,0.19
0.2,8,96,96,revin,0.671776,0.65514,12,0.1094,nan,0.539724,0.34
0.2,8,96,96,cn_oracle,0.141576,0.298927,6,0.1094,nan,0.0,0.12
0.2,8,96,96,cn_est,0.164839,0.322436,12,0.1094,0.12184,0.111179,0.23
0.2,8,96,336,raw,0.696901,0.667849,11,0.1094,nan,0.577666,0.17
0.2,8,96,336,revin,0.731172,0.683943,8,0.1094,nan,0.585971,0.24
0.2,8,96,336,cn_oracle,0.143575,0.300739,8,0.1094,nan,0.0,0.14
0.2,8,96,336,cn_est,0.18505,0.342885,13,0.1094,0.12184,0.105685,0.21
0.2,8,336,24,raw,0.586564,0.611162,11,0.1094,nan,0.563726,0.2
0.2,8,336,24,revin,0.596731,0.617661,6,0.1094,nan,0.499199,0.19
0.2,8,336,24,cn_oracle,0.140701,0.298292,5,0.1094,nan,0.0,0.09
0.2,8,336,24,cn_est,0.161366,0.318081,10,0.1094,0.142238,0.112815,0.19
0.2,8,336,96,raw,0.657407,0.649444,12,0.1094,nan,0.569553,0.19
0.2,8,336,96,revin,0.676932,0.658534,11,0.1094,nan,0.520589,0.29
0.2,8,336,96,cn_oracle,0.142739,0.300069,8,0.1094,nan,0.0,0.14
0.2,8,336,96,cn_est,0.168407,0.326334,14,0.1094,0.142238,0.111179,0.22
0.2,8,336,336,raw,0.701598,0.667736,10,0.1094,nan,0.577666,0.16
0.2,8,336,336,revin,0.723477,0.678546,6,0.1094,nan,0.56536,0.15
0.2,8,336,336,cn_oracle,0.143456,0.301052,5,0.1094,nan,0.0,0.09
0.2,8,336,336,cn_est,0.188039,0.345664,15,0.1094,0.142238,0.105685,0.23
0.2,9,96,24,raw,0.964293,0.791033,4,0.1756,nan,1.885147,0.06
0.2,9,96,24,revin,0.832387,0.728971,7,0.1756,nan,0.736109,0.18
0.2,9,96,24,cn_oracle,0.207056,0.360654,9,0.1756,nan,0.0,0.23
0.2,9,96,24,cn_est,0.235503,0.384691,5,0.1756,1.203109,1.17995,0.1
0.2,9,96,96,raw,1.138936,0.85997,8,0.1756,nan,1.880805,0.16
0.2,9,96,96,revin,1.034423,0.811976,7,0.1756,nan,0.820582,0.21
0.2,9,96,96,cn_oracle,0.209443,0.362915,8,0.1756,nan,0.0,0.16
0.2,9,96,96,cn_est,0.247883,0.394987,5,0.1756,1.203109,1.172319,0.09
0.2,9,96,336,raw,1.271196,0.911775,6,0.1756,nan,1.828303,0.1
0.2,9,96,336,revin,1.090082,0.839549,9,0.1756,nan,0.860681,0.24
0.2,9,96,336,cn_oracle,0.207357,0.361033,6,0.1756,nan,0.0,0.1
0.2,9,96,336,cn_est,0.255259,0.401529,5,0.1756,1.203109,1.147121,0.08
0.2,9,336,24,raw,0.832627,0.728519,6,0.1756,nan,1.885147,0.1
0.2,9,336,24,revin,0.79317,0.71128,10,0.1756,nan,0.70321,0.29
0.2,9,336,24,cn_oracle,0.207694,0.3627,7,0.1756,nan,0.0,0.12
0.2,9,336,24,cn_est,0.245479,0.394082,5,0.1756,1.254084,1.17995,0.1
0.2,9,336,96,raw,1.096729,0.84107,4,0.1756,nan,1.880805,0.1
0.2,9,336,96,revin,0.946367,0.780538,7,0.1756,nan,0.721492,0.18
0.2,9,336,96,cn_oracle,0.208461,0.363096,6,0.1756,nan,0.0,0.1
0.2,9,336,96,cn_est,0.258226,0.404233,6,0.1756,1.254084,1.172319,0.13
0.2,9,336,336,raw,1.155209,0.866065,5,0.1756,nan,1.828303,0.16
0.2,9,336,336,revin,0.99,0.801347,8,0.1756,nan,0.730141,0.24
0.2,9,336,336,cn_oracle,0.207498,0.362287,5,0.1756,nan,0.0,0.1
0.2,9,336,336,cn_est,0.280906,0.422963,4,0.1756,1.254084,1.147121,0.07
0.3,0,96,24,raw,0.716055,0.674575,11,0.3307,nan,0.777044,0.18
0.3,0,96,24,revin,0.738908,0.68764,8,0.3307,nan,0.65809,0.35
0.3,0,96,24,cn_oracle,0.121158,0.278665,8,0.3307,nan,0.0,0.16
0.3,0,96,24,cn_est,0.134388,0.294054,8,0.3307,0.156579,0.152142,0.2
0.3,0,96,96,raw,0.794437,0.713096,7,0.3307,nan,0.773402,0.12
0.3,0,96,96,revin,0.812272,0.722623,6,0.3307,nan,0.675599,0.3
0.3,0,96,96,cn_oracle,0.123453,0.281988,6,0.3307,nan,0.0,0.12
0.3,0,96,96,cn_est,0.141764,0.3032,7,0.3307,0.156579,0.150619,0.15
0.3,0,96,336,raw,0.850999,0.737623,10,0.3307,nan,0.772867,0.21
0.3,0,96,336,revin,0.89902,0.758624,7,0.3307,nan,0.734378,0.22
0.3,0,96,336,cn_oracle,0.124505,0.283229,8,0.3307,nan,0.0,0.15
0.3,0,96,336,cn_est,0.155797,0.317556,7,0.3307,0.156579,0.146192,0.13
0.3,0,336,24,raw,0.745987,0.689126,4,0.3307,nan,0.777044,0.08
0.3,0,336,24,revin,0.749637,0.691527,4,0.3307,nan,0.650655,0.14
0.3,0,336,24,cn_oracle,0.12117,0.278827,5,0.3307,nan,0.0,0.09
0.3,0,336,24,cn_est,0.145164,0.305948,4,0.3307,0.168178,0.152142,0.09
0.3,0,336,96,raw,0.815325,0.721387,8,0.3307,nan,0.773402,0.15
0.3,0,336,96,revin,0.831325,0.727688,6,0.3307,nan,0.666626,0.17
0.3,0,336,96,cn_oracle,0.123774,0.282285,5,0.3307,nan,0.0,0.09
0.3,0,336,96,cn_est,0.144677,0.306147,5,0.3307,0.168178,0.150619,0.08
0.3,0,336,336,raw,0.88933,0.753682,6,0.3307,nan,0.772867,0.12
0.3,0,336,336,revin,0.895524,0.75682,11,0.3307,nan,0.706993,0.28
0.3,0,336,336,cn_oracle,0.124652,0.283425,5,0.3307,nan,0.0,0.08
0.3,0,336,336,cn_est,0.160992,0.322437,5,0.3307,0.168178,0.146192,0.09
0.3,1,96,24,raw,0.668734,0.647846,9,0.3182,nan,1.043219,0.16
0.3,1,96,24,revin,0.667689,0.645004,15,0.3182,nan,0.637822,0.46
0.3,1,96,24,cn_oracle,0.10927,0.262693,13,0.3182,nan,0.0,0.23
0.3,1,96,24,cn_est,0.124631,0.282076,14,0.3182,0.483183,0.482047,0.25
0.3,1,96,96,raw,0.755572,0.692927,11,0.3182,nan,1.028081,0.18
0.3,1,96,96,revin,0.755527,0.691216,11,0.3182,nan,0.666004,0.3
0.3,1,96,96,cn_oracle,0.110332,0.264472,9,0.3182,nan,0.0,0.16
0.3,1,96,96,cn_est,0.132705,0.290964,12,0.3182,0.483183,0.472303,0.19
0.3,1,96,336,raw,0.791404,0.711232,8,0.3182,nan,0.998878,0.15
0.3,1,96,336,revin,0.776679,0.704615,8,0.3182,nan,0.672779,0.24
0.3,1,96,336,cn_oracle,0.110208,0.264305,7,0.3182,nan,0.0,0.14
0.3,1,96,336,cn_est,0.151094,0.309554,12,0.3182,0.483183,0.442535,0.21
0.3,1,336,24,raw,0.66273,0.649332,5,0.3182,nan,1.043219,0.11
0.3,1,336,24,revin,0.638579,0.635309,9,0.3182,nan,0.58721,0.27
0.3,1,336,24,cn_oracle,0.107534,0.260926,8,0.3182,nan,0.0,0.16
0.3,1,336,24,cn_est,0.125222,0.282363,9,0.3182,0.483626,0.482047,0.17
0.3,1,336,96,raw,0.717719,0.678273,7,0.3182,nan,1.028081,0.14
0.3,1,336,96,revin,0.709189,0.673601,8,0.3182,nan,0.596566,0.24
0.3,1,336,96,cn_oracle,0.109431,0.263511,6,0.3182,nan,0.0,0.1
0.3,1,336,96,cn_est,0.13458,0.292594,8,0.3182,0.483626,0.472303,0.15
0.3,1,336,336,raw,0.778358,0.705588,7,0.3182,nan,0.998878,0.11
0.3,1,336,336,revin,0.755386,0.695882,10,0.3182,nan,0.622734,0.28
0.3,1,336,336,cn_oracle,0.112112,0.266488,6,0.3182,nan,0.0,0.11
0.3,1,336,336,cn_est,0.157572,0.316131,7,0.3182,0.483626,0.442535,0.13
0.3,2,96,24,raw,0.665381,0.646871,15,0.2334,nan,0.630092,0.29
0.3,2,96,24,revin,0.702663,0.663921,11,0.2334,nan,0.700687,0.34
0.3,2,96,24,cn_oracle,0.119974,0.277907,11,0.2334,nan,0.0,0.21
0.3,2,96,24,cn_est,0.14694,0.305552,14,0.2334,0.064036,0.065224,0.27
0.3,2,96,96,raw,0.796482,0.711478,7,0.2334,nan,0.629265,0.12
0.3,2,96,96,revin,0.859707,0.737353,7,0.2334,nan,0.764253,0.2
0.3,2,96,96,cn_oracle,0.121383,0.279569,6,0.2334,nan,0.0,0.13
0.3,2,96,96,cn_est,0.1619,0.321392,11,0.2334,0.064036,0.065452,0.2
0.3,2,96,336,raw,0.818222,0.72289,6,0.2334,nan,0.631835,0.11
0.3,2,96,336,revin,0.896687,0.755933,10,0.2334,nan,0.784779,0.27
0.3,2,96,336,cn_oracle,0.122773,0.280638,6,0.2334,nan,0.0,0.1
0.3,2,96,336,cn_est,0.187226,0.347324,12,0.2334,0.064036,0.064361,0.23
0.3,2,336,24,raw,0.656898,0.641601,10,0.2334,nan,0.630092,0.17
0.3,2,336,24,revin,0.668706,0.648034,10,0.2334,nan,0.650263,0.33
0.3,2,336,24,cn_oracle,0.122015,0.28056,5,0.2334,nan,0.0,0.13
0.3,2,336,24,cn_est,0.147159,0.305935,12,0.2334,0.063106,0.065224,0.2
0.3,2,336,96,raw,0.789034,0.7075,9,0.2334,nan,0.629265,0.16
0.3,2,336,96,revin,0.806177,0.714753,9,0.2334,nan,0.681628,0.27
0.3,2,336,96,cn_oracle,0.124014,0.282486,6,0.2334,nan,0.0,0.12
0.3,2,336,96,cn_est,0.162786,0.322251,13,0.2334,0.063106,0.065452,0.22
0.3,2,336,336,raw,0.83101,0.730948,8,0.2334,nan,0.631835,0.16
0.3,2,336,336,revin,0.862494,0.743829,9,0.2334,nan,0.725451,0.22
0.3,2,336,336,cn_oracle,0.125095,0.283365,6,0.2334,nan,0.0,0.13
0.3,2,336,336,cn_est,0.189371,0.348311,12,0.2334,0.063106,0.064361,0.19
0.3,3,96,24,raw,1.013472,0.801675,6,0.352,nan,1.663803,0.1
0.3,3,96,24,revin,0.952851,0.778632,8,0.352,nan,0.967113,0.22
0.3,3,96,24,cn_oracle,0.159544,0.317465,8,0.352,nan,0.0,0.15
0.3,3,96,24,cn_est,0.185501,0.343366,8,0.352,0.660847,0.665473,0.13
0.3,3,96,96,raw,1.356418,0.933131,4,0.352,nan,1.659949,0.07
0.3,3,96,96,revin,1.175568,0.873173,9,0.352,nan,1.04513,0.3
0.3,3,96,96,cn_oracle,0.162512,0.320814,7,0.352,nan,0.0,0.14
0.3,3,96,96,cn_est,0.198266,0.355032,8,0.352,0.660847,0.655855,0.16
0.3,3,96,336,raw,1.501359,0.982894,4,0.352,nan,1.602943,0.09
0.3,3,96,336,revin,1.396071,0.948019,10,0.352,nan,1.219413,0.27
0.3,3,96,336,cn_oracle,0.164053,0.321786,6,0.352,nan,0.0,0.12
0.3,3,96,336,cn_est,0.24766,0.396427,4,0.352,0.660847,0.607254,0.07
0.3,3,336,24,raw,0.997224,0.794723,10,0.352,nan,1.663803,0.16
0.3,3,336,24,revin,0.994002,0.791954,7,0.352,nan,1.009138,0.19
0.3,3,336,24,cn_oracle,0.162966,0.321144,7,0.352,nan,0.0,0.12
0.3,3,336,24,cn_est,0.201753,0.358402,4,0.352,0.654782,0.665473,0.1
0.3,3,336,96,raw,1.303628,0.910482,6,0.352,nan,1.659949,0.13
0.3,3,336,96,revin,1.192304,0.874492,5,0.352,nan,1.051383,0.13
0.3,3,336,96,cn_oracle,0.165088,0.323381,6,0.352,nan,0.0,0.1
0.3,3,336,96,cn_est,0.215382,0.371147,7,0.352,0.654782,0.655855,0.13
0.3,3,336,336,raw,1.388232,0.940601,11,0.352,nan,1.602943,0.18
0.3,3,336,336,revin,1.341287,0.926319,8,0.352,nan,1.129975,0.27
0.3,3,336,336,cn_oracle,0.165832,0.324071,6,0.352,nan,0.0,0.11
0.3,3,336,336,cn_est,0.247652,0.397247,5,0.352,0.654782,0.607254,0.11
0.3,4,96,24,raw,0.790279,0.707244,10,0.3261,nan,1.146156,0.17
0.3,4,96,24,revin,0.797644,0.711745,13,0.3261,nan,0.824145,0.38
0.3,4,96,24,cn_oracle,0.126231,0.284898,11,0.3261,nan,0.0,0.23
0.3,4,96,24,cn_est,0.149464,0.308751,8,0.3261,0.398246,0.40929,0.14
0.3,4,96,96,raw,0.940732,0.775544,8,0.3261,nan,1.157287,0.16
0.3,4,96,96,revin,0.955681,0.78563,9,0.3261,nan,0.853564,0.36
0.3,4,96,96,cn_oracle,0.127049,0.286064,6,0.3261,nan,0.0,0.12
0.3,4,96,96,cn_est,0.168287,0.326774,11,0.3261,0.398246,0.416013,0.17
0.3,4,96,336,raw,1.013944,0.804355,6,0.3261,nan,1.188576,0.1
0.3,4,96,336,revin,1.02278,0.810684,14,0.3261,nan,0.892896,0.45
0.3,4,96,336,cn_oracle,0.127986,0.287326,6,0.3261,nan,0.0,0.11
0.3,4,96,336,cn_est,0.210437,0.365635,10,0.3261,0.398246,0.434705,0.16
0.3,4,336,24,raw,0.768424,0.698285,10,0.3261,nan,1.146156,0.17
0.3,4,336,24,revin,0.772519,0.700164,11,0.3261,nan,0.749976,0.3
0.3,4,336,24,cn_oracle,0.126747,0.285354,5,0.3261,nan,0.0,0.09
0.3,4,336,24,cn_est,0.152746,0.311858,8,0.3261,0.386836,0.40929,0.14
0.3,4,336,96,raw,0.918794,0.770794,7,0.3261,nan,1.157287,0.13
0.3,4,336,96,revin,0.922214,0.772891,10,0.3261,nan,0.78683,0.31
0.3,4,336,96,cn_oracle,0.129471,0.288717,7,0.3261,nan,0.0,0.12
0.3,4,336,96,cn_est,0.177459,0.335758,8,0.3261,0.386836,0.416013,0.17
0.3,4,336,336,raw,1.017794,0.810489,5,0.3261,nan,1.188576,0.11
0.3,4,336,336,revin,1.020773,0.811837,7,0.3261,nan,0.887581,0.19
0.3,4,336,336,cn_oracle,0.130233,0.289857,5,0.3261,nan,0.0,0.08
0.3,4,336,336,cn_est,0.226518,0.378937,5,0.3261,0.386836,0.434705,0.1
0.3,5,96,24,raw,1.011128,0.795324,7,0.264,nan,2.011693,0.13
0.3,5,96,24,revin,0.965804,0.77596,7,0.264,nan,0.968527,0.2
0.3,5,96,24,cn_oracle,0.153514,0.314243,7,0.264,nan,0.0,0.13
0.3,5,96,24,cn_est,0.172669,0.332653,7,0.264,1.205395,1.215037,0.19
0.3,5,96,96,raw,1.257977,0.893655,6,0.264,nan,2.004306,0.11
0.3,5,96,96,revin,1.166831,0.850264,11,0.264,nan,1.046915,0.33
0.3,5,96,96,cn_oracle,0.156326,0.316963,6,0.264,nan,0.0,0.15
0.3,5,96,96,cn_est,0.182561,0.341582,6,0.264,1.205395,1.213002,0.14
0.3,5,96,336,raw,1.465073,0.971819,13,0.264,nan,1.976979,0.21
0.3,5,96,336,revin,1.297205,0.901149,13,0.264,nan,1.144668,0.37
0.3,5,96,336,cn_oracle,0.157645,0.31851,7,0.264,nan,0.0,0.11
0.3,5,96,336,cn_est,0.196078,0.353978,6,0.264,1.205395,1.208169,0.14
0.3,5,336,24,raw,1.013516,0.794077,5,0.264,nan,2.011693,0.13
0.3,5,336,24,revin,0.970358,0.777954,5,0.264,nan,0.971155,0.17
0.3,5,336,24,cn_oracle,0.153014,0.31302,6,0.264,nan,0.0,0.11
0.3,5,336,24,cn_est,0.180489,0.339649,5,0.264,1.17669,1.215037,0.09
0.3,5,336,96,raw,1.202836,0.868734,6,0.264,nan,2.004306,0.1
0.3,5,336,96,revin,1.158274,0.851021,8,0.264,nan,1.00354,0.25
0.3,5,336,96,cn_oracle,0.156501,0.316445,6,0.264,nan,0.0,0.17
0.3,5,336,96,cn_est,0.200686,0.357756,5,0.264,1.17669,1.213002,0.09
0.3,5,336,336,raw,1.372426,0.935614,7,0.264,nan,1.976979,0.12
0.3,5,336,336,revin,1.206989,0.871697,5,0.264,nan,1.006643,0.15
0.3,5,336,336,cn_oracle,0.157048,0.317047,5,0.264,nan,0.0,0.1
0.3,5,336,336,cn_est,0.211388,0.367523,7,0.264,1.17669,1.208169,0.12
0.3,6,96,24,raw,0.821242,0.717136,6,0.3084,nan,0.724348,0.12
0.3,6,96,24,revin,0.840033,0.724707,8,0.3084,nan,0.765719,0.26
0.3,6,96,24,cn_oracle,0.125725,0.283486,7,0.3084,nan,0.0,0.12
0.3,6,96,24,cn_est,0.139113,0.296383,8,0.3084,0.027762,0.025415,0.14
0.3,6,96,96,raw,0.91594,0.764386,10,0.3084,nan,0.7254,0.16
0.3,6,96,96,revin,0.959825,0.781285,9,0.3084,nan,0.804103,0.25
0.3,6,96,96,cn_oracle,0.127775,0.285427,9,0.3084,nan,0.0,0.26
0.3,6,96,96,cn_est,0.142492,0.300403,11,0.3084,0.027762,0.025052,0.19
0.3,6,96,336,raw,0.93049,0.773399,9,0.3084,nan,0.715631,0.26
0.3,6,96,336,revin,0.997643,0.79961,11,0.3084,nan,0.821514,0.29
0.3,6,96,336,cn_oracle,0.127613,0.285286,6,0.3084,nan,0.0,0.12
0.3,6,96,336,cn_est,0.148374,0.306602,10,0.3084,0.027762,0.024406,0.16
0.3,6,336,24,raw,0.809521,0.712353,9,0.3084,nan,0.724348,0.15
0.3,6,336,24,revin,0.824516,0.720788,8,0.3084,nan,0.730863,0.23
0.3,6,336,24,cn_oracle,0.125982,0.283505,6,0.3084,nan,0.0,0.12
0.3,6,336,24,cn_est,0.138126,0.295144,10,0.3084,0.03383,0.025415,0.18
0.3,6,336,96,raw,0.915694,0.766322,8,0.3084,nan,0.7254,0.13
0.3,6,336,96,revin,0.923106,0.768299,14,0.3084,nan,0.747,0.38
0.3,6,336,96,cn_oracle,0.128446,0.286156,6,0.3084,nan,0.0,0.12
0.3,6,336,96,cn_est,0.142788,0.300734,7,0.3084,0.03383,0.025052,0.13
0.3,6,336,336,raw,0.919977,0.76838,8,0.3084,nan,0.715631,0.15
0.3,6,336,336,revin,0.955243,0.782899,8,0.3084,nan,0.760867,0.21
0.3,6,336,336,cn_oracle,0.128072,0.285886,5,0.3084,nan,0.0,0.1
0.3,6,336,336,cn_est,0.151299,0.309588,6,0.3084,0.03383,0.024406,0.12
0.3,7,96,24,raw,1.0879,0.823505,10,0.3442,nan,2.375353,0.18
0.3,7,96,24,revin,0.879047,0.748914,8,0.3442,nan,0.845202,0.21
0.3,7,96,24,cn_oracle,0.148297,0.30881,11,0.3442,nan,0.0,0.19
0.3,7,96,24,cn_est,0.179455,0.336247,5,0.3442,1.333797,1.33149,0.1
0.3,7,96,96,raw,1.322249,0.917269,11,0.3442,nan,2.403107,0.22
0.3,7,96,96,revin,0.995495,0.799599,6,0.3442,nan,0.860873,0.18
0.3,7,96,96,cn_oracle,0.149864,0.310045,6,0.3442,nan,0.0,0.12
0.3,7,96,96,cn_est,0.185252,0.342597,14,0.3442,1.333797,1.34163,0.23
0.3,7,96,336,raw,1.70751,1.05738,4,0.3442,nan,2.460425,0.07
0.3,7,96,336,revin,1.002032,0.801231,8,0.3442,nan,0.852791,0.21
0.3,7,96,336,cn_oracle,0.150213,0.309624,7,0.3442,nan,0.0,0.14
0.3,7,96,336,cn_est,0.239652,0.389584,11,0.3442,1.333797,1.386852,0.21
0.3,7,336,24,raw,0.91491,0.757493,10,0.3442,nan,2.375353,0.2
0.3,7,336,24,revin,0.819481,0.722094,10,0.3442,nan,0.762145,0.26
0.3,7,336,24,cn_oracle,0.148247,0.307798,6,0.3442,nan,0.0,0.12
0.3,7,336,24,cn_est,0.177411,0.336172,6,0.3442,1.347454,1.33149,0.12
0.3,7,336,96,raw,1.106912,0.837969,12,0.3442,nan,2.403107,0.23
0.3,7,336,96,revin,0.932863,0.774526,9,0.3442,nan,0.773658,0.27
0.3,7,336,96,cn_oracle,0.150875,0.310417,6,0.3442,nan,0.0,0.12
0.3,7,336,96,cn_est,0.209976,0.365413,5,0.3442,1.347454,1.34163,0.1
0.3,7,336,336,raw,1.347072,0.925405,14,0.3442,nan,2.460425,0.27
0.3,7,336,336,revin,0.975436,0.79233,13,0.3442,nan,0.788949,0.37
0.3,7,336,336,cn_oracle,0.151833,0.311354,9,0.3442,nan,0.0,0.17
0.3,7,336,336,cn_est,0.248906,0.397298,6,0.3442,1.347454,1.386852,0.11
0.3,8,96,24,raw,1.00677,0.790721,6,0.2156,nan,2.077667,0.12
0.3,8,96,24,revin,0.825962,0.718275,14,0.2156,nan,0.707872,0.42
0.3,8,96,24,cn_oracle,0.157244,0.317324,8,0.2156,nan,0.0,0.16
0.3,8,96,24,cn_est,0.192048,0.350392,6,0.2156,1.56589,1.579752,0.12
0.3,8,96,96,raw,1.396495,0.949302,8,0.2156,nan,2.070229,0.13
0.3,8,96,96,revin,0.951403,0.779457,6,0.2156,nan,0.768348,0.18
0.3,8,96,96,cn_oracle,0.158237,0.318462,6,0.2156,nan,0.0,0.13
0.3,8,96,96,cn_est,0.195019,0.353197,10,0.2156,1.56589,1.577541,0.16
0.3,8,96,336,raw,1.472794,0.979207,5,0.2156,nan,2.084156,0.12
0.3,8,96,336,revin,1.039865,0.816478,8,0.2156,nan,0.852024,0.23
0.3,8,96,336,cn_oracle,0.161975,0.321869,7,0.2156,nan,0.0,0.14
0.3,8,96,336,cn_est,0.238657,0.39145,4,0.2156,1.56589,1.573262,0.07
0.3,8,336,24,raw,0.948396,0.770981,10,0.2156,nan,2.077667,0.16
0.3,8,336,24,revin,0.824665,0.720503,10,0.2156,nan,0.725655,0.26
0.3,8,336,24,cn_oracle,0.15991,0.320168,8,0.2156,nan,0.0,0.13
0.3,8,336,24,cn_est,0.210791,0.367653,5,0.2156,1.538492,1.579752,0.08
0.3,8,336,96,raw,1.042227,0.814121,5,0.2156,nan,2.070229,0.09
