lam,seed,L,h,th_raw,th_revin,th_cn_oracle,th_cn_est
0.1,6,96,96,1.6728719140717847,0.8838067107560332,0.31945775621677175,0.44323120804808397
0.1,6,96,336,2.1363746029764483,0.9044468244634881,0.314812227960198,0.7624068233798995
0.1,6,336,24,0.9800852369106101,0.7473560422922401,0.310109616615957,0.3749701789573009
0.1,6,336,96,1.2765667378597765,0.8214474502674628,0.3114995750098357,0.43777144634512033
0.1,6,336,336,1.759192710851394,0.8547149799388104,0.30922911275854004,0.7439473697511949
0.1,7,96,24,0.7807784429248544,0.7393731736788343,0.2504305229654936,0.28496044597045056
0.1,7,96,96,0.9434002274783855,0.8729738276697038,0.25191210056471625,0.30080687364187547
0.1,7,96,336,1.068725314259711,0.8963753646278566,0.25389166351040904,0.3614013886144679
0.1,7,336,24,0.7148982517078412,0.7080540832636955,0.24758863780649784,0.2797830123416935
0.1,7,336,96,0.829807386327616,0.814961599491912,0.2506852525867144,0.2970435120079569
0.1,7,336,336,0.9075417264637728,0.842673839463633,0.24962689104464733,0.3548722021448658
0.1,8,96,24,0.4044241374890073,0.40886917121929,0.14494333562716663,0.16766455243182007
0.1,8,96,96,0.45839865484376374,0.4674354711427066,0.14568635702341223,0.17525572968179678
0.1,8,96,336,0.48440175494320753,0.5005023775752636,0.145673271101794,0.18642314370288438
0.1,8,336,24,0.3979939847925167,0.399332498873756,0.1424569478719541,0.1652219873680247
0.1,8,336,96,0.44684907898631054,0.4498586902329926,0.14393097154027074,0.17276085113323109
0.1,8,336,336,0.4676193049954562,0.4750092298195604,0.14494003947103168,0.18557573837784824
0.1,9,96,24,0.5832805648172513,0.5634891701845886,0.2033128573585648,0.22360157271552183
0.1,9,96,96,0.6463294071928619,0.6107368176555671,0.2035045589452682,0.22875090361500056
0.1,9,96,336,0.7171370094974617,0.6536413765135483,0.2037751975775411,0.25591627594531313
0.1,9,336,24,0.5526229737756544,0.5467150755198434,0.19920587408801355,0.2193194279176851
0.1,9,336,96,0.6039029546643868,0.5894399990955523,0.20029167211604415,0.22572028358967358
0.1,9,336,336,0.6532494897713916,0.6110654454224422,0.20254149756523213,0.25403814271641223
0.2,0,96,24,1.0749994236454992,0.8014373960576027,0.19602707379539497,0.2182961638871494
0.2,0,96,96,1.3131438271831781,0.8772057086317185,0.19979623511702405,0.23380046981495622
0.2,0,96,336,1.6558841854209698,0.9334191726437691,0.199674616240365,0.2927140131791413
